NumOfEventsInJourney,NumSessions,interactionTime,maxPrice,minPrice,NumCart,NumView,InsessionCart,InsessionView,weekday,timeOfDay,Purchase
1,1,0.0,283.15,283.15,0,1,0,1,7,3,0
1,1,0.0,33.21,33.21,0,1,0,1,6,3,0
1,1,0.0,93.67,93.67,0,1,0,1,7,2,0
1,1,0.0,163.2,163.2,0,1,0,1,4,6,0
1,1,0.0,144.07,144.07,0,1,0,1,5,6,0
1,1,0.0,772.19,772.19,0,1,0,1,6,5,0
1,1,0.0,898.35,898.35,0,1,0,2,5,4,0
1,1,0.0,172.18,172.18,0,1,0,1,5,5,0
1,1,0.0,254.81,254.81,0,1,0,2,2,5,0
1,1,0.0,282.89,282.89,0,1,0,1,5,4,0
1,1,0.0,82.63,82.63,0,1,0,1,3,3,0
1,1,0.0,250.46,250.46,0,1,0,1,1,3,0
1,1,0.0,152.87,152.87,0,1,0,1,7,1,0
1,1,0.0,89.31,89.31,0,1,0,2,5,4,0
1,1,0.0,110.67,110.67,1,0,1,0,6,4,0
1,1,0.0,17.99,17.99,0,1,0,1,6,2,0
1,1,0.0,147.94,147.94,0,1,0,1,3,5,0
1,1,0.0,92.64,92.64,0,1,0,1,7,6,0
1,1,0.0,444.57,444.57,0,1,0,1,6,2,0
1,1,0.0,115.58,115.58,0,1,0,1,7,5,0
1,1,0.0,102.94,102.94,0,1,0,1,5,5,0
1,1,0.0,234.45,234.45,0,1,0,3,6,6,0
2,2,92872.0,1029.6,1029.6,0,2,0,1,4,2,0
2,1,65.0,45.82,45.82,0,2,0,3,7,3,0
1,1,0.0,1002.83,1002.83,1,0,1,0,6,3,0
1,1,0.0,50.35,50.35,0,1,0,1,5,1,0
1,1,0.0,154.42,154.42,0,1,0,1,5,3,0
1,1,0.0,384.54,384.54,0,1,0,1,5,2,0
1,1,0.0,32.69,32.69,0,1,0,1,6,5,0
1,1,0.0,398.95,398.95,0,1,0,1,6,1,0
1,1,0.0,187.39,187.39,0,1,0,1,4,5,0
1,1,0.0,499.6,499.6,0,1,0,1,6,6,0
1,1,0.0,514.56,514.56,0,1,0,1,1,2,0
1,1,0.0,102.92,102.92,0,1,0,1,1,4,0
1,1,0.0,79.02,79.02,0,1,0,1,2,1,0
1,1,0.0,468.48,468.48,0,1,0,1,6,5,0
1,1,0.0,900.64,900.64,0,1,0,1,4,3,0
1,1,0.0,115.32,115.32,0,1,0,1,5,6,0
1,1,0.0,48.39,48.39,0,1,0,1,7,6,0
1,1,0.0,30.63,30.63,0,1,0,1,6,7,0
1,1,0.0,120.98,120.98,0,1,0,1,7,3,0
1,1,0.0,1312.26,1312.26,0,1,0,1,3,3,0
1,1,0.0,87.94,87.94,1,0,1,0,5,1,0
1,1,0.0,25.74,25.74,0,1,0,1,6,6,0
1,1,0.0,321.73,321.73,0,1,0,1,2,1,0
1,1,0.0,20.57,20.57,0,1,0,1,6,6,0
1,1,0.0,973.77,973.77,0,1,0,1,2,5,0
1,1,0.0,18.28,18.28,0,1,0,1,1,7,0
1,1,0.0,303.71,303.71,0,1,0,2,6,3,0
1,1,0.0,437.33,437.33,0,1,0,1,2,5,0
1,1,0.0,391.0,391.0,0,1,0,1,4,6,0
1,1,0.0,437.31,437.31,0,1,0,1,7,5,0
1,1,0.0,314.78,314.78,0,1,0,1,6,3,0
1,1,0.0,561.64,561.64,0,1,0,1,6,5,0
1,1,0.0,292.46,292.46,0,1,0,1,2,3,0
1,1,0.0,64.61,64.61,0,1,0,1,6,5,0
1,1,0.0,220.83,220.83,0,1,0,2,6,3,0
1,1,0.0,154.19,154.19,0,1,0,1,5,5,0
1,1,0.0,290.09,290.09,0,1,0,1,5,6,0
1,1,0.0,874.93,874.93,0,1,0,1,5,5,0
1,1,0.0,299.75,299.75,0,1,0,1,4,1,0
1,1,0.0,135.27,135.27,0,1,0,2,4,3,0
1,1,0.0,154.42,154.42,0,1,0,4,7,4,0
1,1,0.0,136.71,136.71,0,1,0,1,7,6,0
1,1,0.0,1.09,1.09,0,1,0,1,1,5,0
1,1,0.0,279.12,279.12,0,1,0,1,2,3,0
1,1,0.0,615.2,615.2,0,1,0,1,1,6,0
1,1,0.0,247.06,247.06,0,1,0,1,5,5,0
1,1,0.0,102.19,102.19,0,1,0,1,5,6,0
1,1,0.0,88.28,88.28,0,1,0,1,4,6,0
1,1,0.0,182.56,182.56,0,1,0,1,5,1,0
1,1,0.0,148.48,148.48,0,1,0,1,5,1,0
1,1,0.0,1066.86,1066.86,0,1,0,1,1,4,0
1,1,0.0,999.27,999.27,0,1,0,1,3,1,0
1,1,0.0,38.34,38.34,0,1,0,1,4,1,0
1,1,0.0,128.68,128.68,0,1,0,1,4,1,0
1,1,0.0,89.84,89.84,0,1,0,1,5,3,0
1,1,0.0,334.37,334.37,0,1,0,1,7,5,0
1,1,0.0,57.92,57.92,0,1,0,1,6,2,0
1,1,0.0,102.24,102.24,0,1,0,1,1,5,0
1,1,0.0,144.12,144.12,0,1,0,3,2,4,0
1,1,0.0,154.19,154.19,0,1,0,1,6,6,0
1,1,0.0,222.14,222.14,0,1,0,1,5,5,0
2,1,133.0,140.08,140.08,0,1,0,2,3,6,1
1,1,0.0,169.94,169.94,0,1,0,1,6,1,0
1,1,0.0,297.49,297.49,0,1,0,1,5,3,0
1,1,0.0,5.01,5.01,0,1,0,2,4,1,0
1,1,0.0,69.47,69.47,0,1,0,1,4,1,0
1,1,0.0,298.59,298.59,0,1,0,1,3,1,0
1,1,0.0,345.95,345.95,0,1,0,1,7,1,0
1,1,0.0,795.89,795.89,0,0,0,0,7,3,1
1,1,0.0,128.68,128.68,0,1,0,1,6,7,0
1,1,0.0,205.62,205.62,0,1,0,1,4,5,0
1,1,0.0,37.58,37.58,1,0,1,1,5,1,0
1,1,0.0,31.66,31.66,0,1,0,2,7,1,0
1,1,0.0,94.96,94.96,0,1,0,1,7,6,0
1,1,0.0,103.99,103.99,0,1,0,2,6,5,0
1,1,0.0,246.96,246.96,0,1,0,1,7,1,0
1,1,0.0,40.16,40.16,0,1,0,1,2,4,0
1,1,0.0,952.08,952.08,0,1,0,1,7,4,0
1,1,0.0,591.21,591.21,0,1,0,1,2,6,0
1,1,0.0,46.85,46.85,0,1,0,1,4,4,0
1,1,0.0,290.42,290.42,0,1,0,1,4,5,0
1,1,0.0,772.22,772.22,0,1,0,1,5,4,0
1,1,0.0,159.33,159.33,1,0,1,0,5,4,0
1,1,0.0,74.52,74.52,0,1,0,1,5,4,0
1,1,0.0,120.98,120.98,0,1,0,1,5,4,0
1,1,0.0,28.31,28.31,0,1,0,1,1,2,0
1,1,0.0,1332.83,1332.83,0,1,0,1,1,5,0
1,1,0.0,241.65,241.65,0,1,0,1,7,1,0
1,1,0.0,100.39,100.39,0,1,0,3,6,3,0
1,1,0.0,81.52,81.52,0,1,0,2,5,6,0
1,1,0.0,246.24,246.24,0,1,0,1,5,6,0
1,1,0.0,334.63,334.63,0,1,0,2,4,3,0
1,1,0.0,154.19,154.19,0,1,0,1,7,5,0
1,1,0.0,1207.19,1207.19,0,1,0,1,7,5,0
1,1,0.0,63.06,63.06,0,1,0,1,1,5,0
1,1,0.0,694.72,694.72,0,1,0,1,5,3,0
1,1,0.0,355.45,355.45,0,1,0,1,1,1,0
1,1,0.0,241.94,241.94,0,1,0,1,5,4,0
1,1,0.0,154.42,154.42,0,1,0,2,5,1,0
1,1,0.0,378.39,378.39,0,1,0,1,3,5,0
1,1,0.0,40.13,40.13,0,1,0,1,5,5,0
1,1,0.0,179.16,179.16,0,1,0,1,3,4,0
1,1,0.0,1149.57,1149.57,0,1,0,2,7,2,0
1,1,0.0,1029.11,1029.11,0,1,0,1,3,6,0
1,1,0.0,159.33,159.33,0,1,0,1,4,5,0
1,1,0.0,257.38,257.38,0,1,0,1,3,1,0
1,1,0.0,44.53,44.53,1,0,1,0,2,3,0
1,1,0.0,62.55,62.55,0,1,0,1,7,5,0
1,1,0.0,566.04,566.04,0,1,0,1,2,1,0
1,1,0.0,199.75,199.75,0,1,0,2,1,3,0
1,1,0.0,282.09,282.09,0,1,0,1,6,3,0
1,1,0.0,59.13,59.13,0,1,0,1,6,6,0
1,1,0.0,158.05,158.05,0,1,0,1,2,6,0
1,1,0.0,1029.34,1029.34,0,1,0,1,4,7,0
1,1,0.0,41.49,41.49,0,1,0,2,4,3,0
1,1,0.0,849.16,849.16,0,1,0,1,6,2,0
1,1,0.0,82.37,82.37,0,1,0,1,4,4,0
1,1,0.0,325.36,325.36,0,1,0,1,6,4,0
1,1,0.0,142.09,142.09,0,1,0,1,2,3,0
1,1,0.0,57.66,57.66,0,1,0,1,5,3,0
2,1,121.0,581.48,581.48,0,2,0,2,2,5,0
1,1,0.0,77.62,77.62,0,1,0,1,1,1,0
1,1,0.0,28.31,28.31,0,1,0,1,3,3,0
1,1,0.0,461.68,461.68,0,1,0,1,4,5,0
1,1,0.0,113.26,113.26,0,1,0,3,1,7,0
1,1,0.0,133.26,133.26,0,1,0,1,4,3,0
1,1,0.0,391.26,391.26,1,0,1,0,7,2,0
1,1,0.0,14.92,14.92,0,1,0,1,7,2,0
1,1,0.0,100.36,100.36,0,1,0,2,7,6,0
1,1,0.0,167.29,167.29,1,0,1,0,1,3,0
1,1,0.0,286.49,286.49,0,1,0,4,1,6,0
1,1,0.0,1415.45,1415.45,0,1,0,3,4,5,0
1,1,0.0,355.07,355.07,0,1,0,1,2,4,0
1,1,0.0,334.6,334.6,0,1,0,1,6,3,0
1,1,0.0,573.76,573.76,0,1,0,3,5,3,0
1,1,0.0,47.6,47.6,0,1,0,1,3,5,0
1,1,0.0,10.42,10.42,0,1,0,2,2,1,0
1,1,0.0,71.22,71.22,0,1,0,1,5,6,0
1,1,0.0,389.71,389.71,0,1,0,1,3,5,0
1,1,0.0,180.18,180.18,0,1,0,1,1,4,0
1,1,0.0,810.57,810.57,0,1,0,1,7,4,0
1,1,0.0,424.64,424.64,0,1,0,3,7,1,0
1,1,0.0,575.54,575.54,0,1,0,1,6,3,0
1,1,0.0,674.3,674.3,0,1,0,1,4,5,0
1,1,0.0,842.98,842.98,0,1,0,1,5,3,0
1,1,0.0,85.72,85.72,0,1,0,1,4,1,0
1,1,0.0,43.73,43.73,0,1,0,1,7,6,0
1,1,0.0,93.94,93.94,0,1,0,1,3,3,0
1,1,0.0,787.41,787.41,0,1,0,1,4,4,0
1,1,0.0,99.09,99.09,0,1,0,2,5,4,0
1,1,0.0,94.98,94.98,0,1,0,1,1,3,0
1,1,0.0,135.14,135.14,0,1,0,2,3,1,0
1,1,0.0,745.4,745.4,0,1,0,1,3,4,0
1,1,0.0,308.86,308.86,0,1,0,1,7,1,0
1,1,0.0,40.6,40.6,0,1,0,1,3,3,0
1,1,0.0,292.93,292.93,0,1,0,1,1,4,0
1,1,0.0,50.9,50.9,0,1,0,1,1,6,0
1,1,0.0,303.48,303.48,0,1,0,2,5,3,0
1,1,0.0,849.16,849.16,0,0,0,0,6,6,1
1,1,0.0,61.78,61.78,0,1,0,1,6,5,0
1,1,0.0,591.78,591.78,0,1,0,2,6,2,0
1,1,0.0,277.63,277.63,0,1,0,2,6,1,0
1,1,0.0,502.64,502.64,0,1,0,1,7,6,0
1,1,0.0,56.11,56.11,0,1,0,1,5,5,0
1,1,0.0,566.04,566.04,0,1,0,2,5,6,0
1,1,0.0,89.84,89.84,0,1,0,1,5,6,0
1,1,0.0,106.31,106.31,0,1,0,1,6,3,0
1,1,0.0,289.33,289.33,0,1,0,1,7,4,0
1,1,0.0,1169.68,1169.68,0,1,0,1,2,1,0
1,1,0.0,123.82,123.82,1,0,1,0,4,6,0
1,1,0.0,131.25,131.25,1,0,1,0,6,6,0
1,1,0.0,269.48,269.48,0,1,0,2,4,4,0
1,1,0.0,914.23,914.23,0,1,0,1,4,4,0
1,1,0.0,168.86,168.86,0,1,0,1,7,3,0
1,1,0.0,481.17,481.17,0,1,0,1,5,1,0
1,1,0.0,102.96,102.96,0,1,0,2,1,5,0
1,1,0.0,664.11,664.11,0,1,0,1,3,5,0
1,1,0.0,114.52,114.52,0,1,0,1,1,3,0
1,1,0.0,202.32,202.32,0,1,0,1,7,6,0
1,1,0.0,115.06,115.06,0,1,0,1,6,5,0
1,1,0.0,29.86,29.86,0,1,0,1,3,2,0
1,1,0.0,96.53,96.53,0,1,0,1,4,6,0
1,1,0.0,62.56,62.56,0,1,0,1,7,6,0
1,1,0.0,10.88,10.88,0,1,0,1,6,6,0
1,1,0.0,292.31,292.31,0,1,0,2,6,5,0
1,1,0.0,90.07,90.07,0,1,0,1,5,2,0
1,1,0.0,189.19,189.19,0,1,0,1,6,2,0
1,1,0.0,249.68,249.68,0,1,0,1,3,6,0
1,1,0.0,14.61,14.61,0,1,0,1,1,6,0
1,1,0.0,91.12,91.12,0,1,0,1,6,2,0
1,1,0.0,203.87,203.87,0,1,0,1,7,5,0
1,1,0.0,96.01,96.01,0,1,0,1,1,6,0
1,1,0.0,334.6,334.6,0,1,0,1,6,4,0
1,1,0.0,139.68,139.68,0,1,0,1,5,6,0
1,1,0.0,231.64,231.64,0,1,0,1,6,6,0
1,1,0.0,269.4,269.4,0,1,0,1,1,4,0
1,1,0.0,84.4,84.4,0,1,0,1,1,6,0
1,1,0.0,36.04,36.04,0,1,0,1,3,1,0
1,1,0.0,194.47,194.47,0,1,0,1,3,3,0
1,1,0.0,437.57,437.57,0,1,0,2,4,3,0
1,1,0.0,73.88,73.88,0,1,0,1,6,5,0
1,1,0.0,997.11,997.11,1,0,1,0,3,3,0
1,1,0.0,308.63,308.63,0,1,0,1,2,3,0
1,1,0.0,290.6,290.6,0,1,0,1,4,5,0
1,1,0.0,2075.73,2075.73,0,1,0,1,2,3,0
1,1,0.0,316.1,316.1,0,1,0,1,4,5,0
1,1,0.0,110.42,110.42,0,1,0,1,7,6,0
1,1,0.0,297.05,297.05,0,1,0,1,4,5,0
1,1,0.0,139.51,139.51,0,1,0,1,5,5,0
1,1,0.0,530.0,530.0,0,1,0,2,6,5,0
1,1,0.0,23.16,23.16,0,1,0,1,6,3,0
1,1,0.0,295.24,295.24,0,1,0,1,5,4,0
1,1,0.0,241.25,241.25,0,1,0,1,2,6,0
1,1,0.0,1348.5,1348.5,0,1,0,1,5,1,0
1,1,0.0,185.33,185.33,0,1,0,1,2,6,0
1,1,0.0,179.85,179.85,0,1,0,1,4,5,0
1,1,0.0,365.26,365.26,0,1,0,1,1,1,0
1,1,0.0,86.21,86.21,0,1,0,1,6,2,0
1,1,0.0,42.58,42.58,0,1,0,1,7,5,0
1,1,0.0,27.29,27.29,1,0,1,0,7,3,0
1,1,0.0,51.46,51.46,1,0,1,0,2,1,0
1,1,0.0,97.56,97.56,0,1,0,1,6,1,0
1,1,0.0,50.68,50.68,0,1,0,3,6,4,0
1,1,0.0,159.57,159.57,0,1,0,2,3,3,0
1,1,0.0,87.63,87.63,0,1,0,1,1,1,0
1,1,0.0,172.44,172.44,0,1,0,1,7,1,0
1,1,0.0,200.78,200.78,0,1,0,1,3,1,0
1,1,0.0,478.47,478.47,0,1,0,1,4,5,0
1,1,0.0,70.01,70.01,0,1,0,2,6,6,0
1,1,0.0,181.21,181.21,0,1,0,2,4,7,0
1,1,0.0,25.42,25.42,0,1,0,1,4,5,0
1,1,0.0,604.65,604.65,0,1,0,1,7,1,0
1,1,0.0,707.61,707.61,0,1,0,1,6,1,0
1,1,0.0,141.55,141.55,0,1,0,1,6,3,0
1,1,0.0,97.56,97.56,0,1,0,2,7,4,0
1,1,0.0,20.59,20.59,0,1,0,1,5,5,0
1,1,0.0,285.43,285.43,0,1,0,1,4,6,0
1,1,0.0,124.33,124.33,0,1,0,1,6,4,0
1,1,0.0,85.46,85.46,0,1,0,1,4,5,0
1,1,0.0,410.31,410.31,0,1,0,2,6,4,0
1,1,0.0,239.36,239.36,0,1,0,2,7,5,0
1,1,0.0,46.31,46.31,0,1,0,1,3,3,0
1,1,0.0,136.12,136.12,0,1,0,2,1,6,0
1,1,0.0,352.65,352.65,0,1,0,1,3,1,0
1,1,0.0,385.83,385.83,0,1,0,1,5,6,0
1,1,0.0,158.3,158.3,0,1,0,1,5,5,0
1,1,0.0,241.94,241.94,0,1,0,1,5,6,0
1,1,0.0,591.75,591.75,0,1,0,1,6,5,0
1,1,0.0,251.49,251.49,0,1,0,1,2,6,0
1,1,0.0,1184.05,1184.05,0,1,0,1,6,5,0
1,1,0.0,66.9,66.9,0,1,0,1,5,4,0
1,1,0.0,739.04,739.04,0,1,0,1,5,4,0
1,1,0.0,246.85,246.85,0,1,0,2,6,6,0
1,1,0.0,38.59,38.59,0,1,0,1,1,1,0
1,1,0.0,511.72,511.72,0,1,0,2,6,3,0
1,1,0.0,16.71,16.71,0,1,0,1,4,6,0
