NumOfEventsInJourney,NumSessions,interactionTime,maxPrice,minPrice,NumCart,NumView,InsessionCart,InsessionView,weekday,timeOfDay,Purchase
1,1,0.0,465.38,465.38,0,1,0,1,2,2,0
1,1,0.0,231.64,231.64,0,1,0,2,6,6,0
1,1,0.0,69.2,69.2,0,1,0,1,4,6,0
1,1,0.0,0.0,0.0,0,1,0,2,7,2,0
1,1,0.0,316.1,316.1,0,1,0,1,1,1,0
1,1,0.0,88.26,88.26,0,1,0,2,6,5,0
1,1,0.0,302.3,302.3,0,1,0,1,4,1,0
1,1,0.0,308.86,308.86,0,1,0,1,6,1,0
1,1,0.0,267.19,267.19,0,1,0,1,6,5,0
1,1,0.0,506.53,506.53,0,1,0,2,3,3,0
1,1,0.0,69.47,69.47,0,1,0,1,1,3,0
1,1,0.0,43.5,43.5,0,1,0,1,6,1,0
1,1,0.0,123.53,123.53,0,1,0,1,7,6,0
1,1,0.0,745.7,745.7,0,1,0,1,6,3,0
1,1,0.0,59.07,59.07,0,1,0,1,3,6,0
1,1,0.0,84.92,84.92,0,1,0,4,4,5,0
1,1,0.0,715.33,715.33,0,1,0,1,1,1,0
1,1,0.0,82.63,82.63,0,1,0,2,3,5,0
1,1,0.0,191.25,191.25,0,1,0,1,2,5,0
1,1,0.0,257.32,257.32,0,1,0,1,1,5,0
1,1,0.0,14.41,14.41,0,1,0,1,1,6,0
1,1,0.0,84.94,84.94,0,1,0,1,3,6,0
1,1,0.0,89.84,89.84,0,1,0,1,5,5,0
1,1,0.0,527.37,527.37,1,0,1,0,7,5,0
1,1,0.0,189.18,189.18,0,1,0,1,6,3,0
1,1,0.0,386.03,386.03,0,1,0,1,5,5,0
1,1,0.0,604.1,604.1,0,1,0,1,6,5,0
1,1,0.0,195.35,195.35,0,1,0,1,4,7,0
1,1,0.0,276.65,276.65,0,1,0,1,1,1,0
1,1,0.0,142.86,142.86,0,1,0,1,3,5,0
1,1,0.0,90.04,90.04,0,1,0,1,6,3,0
1,1,0.0,188.86,188.86,0,1,0,1,4,5,0
1,1,0.0,126.74,126.74,0,1,0,1,3,7,0
1,1,0.0,167.06,167.06,1,0,1,0,1,3,0
1,1,0.0,110.86,110.86,0,1,0,5,7,5,0
1,1,0.0,588.95,588.95,0,1,0,3,3,3,0
1,1,0.0,321.73,321.73,0,1,0,1,7,5,0
1,1,0.0,239.36,239.36,0,1,0,1,4,3,0
1,1,0.0,79.02,79.02,0,1,0,1,7,4,0
2,2,4260.0,437.57,437.57,0,2,0,3,7,6,0
1,1,0.0,1566.89,1566.89,0,1,0,1,7,1,0
1,1,0.0,1169.68,1169.68,0,1,0,1,2,3,0
1,1,0.0,959.3,959.3,0,1,0,1,4,3,0
1,1,0.0,136.68,136.68,1,0,1,0,7,6,0
1,1,0.0,1158.07,1158.07,0,1,0,1,6,5,0
1,1,0.0,41.16,41.16,0,1,0,1,3,1,0
1,1,0.0,55.6,55.6,0,1,0,2,2,3,0
1,1,0.0,190.46,190.46,0,1,0,1,5,2,0
1,1,0.0,136.17,136.17,0,1,0,2,3,1,0
1,1,0.0,1001.06,1001.06,0,1,0,1,4,7,0
1,1,0.0,123.53,123.53,0,1,0,2,7,4,0
1,1,0.0,319.96,319.96,0,1,0,1,4,1,0
1,1,0.0,97.04,97.04,0,1,0,1,6,6,0
1,1,0.0,444.59,444.59,0,1,0,1,5,1,0
1,1,0.0,813.12,813.12,0,1,0,1,5,4,0
1,1,0.0,289.84,289.84,0,1,0,1,2,6,0
1,1,0.0,453.01,453.01,0,1,0,1,6,3,0
1,1,0.0,463.31,463.31,0,1,0,1,6,6,0
1,1,0.0,66.41,66.41,0,1,0,1,1,6,0
1,1,0.0,16.73,16.73,0,1,0,4,5,4,0
1,1,0.0,43.76,43.76,0,1,0,2,1,3,0
1,1,0.0,154.16,154.16,0,1,0,2,6,5,0
1,1,0.0,19.02,19.02,0,1,0,1,6,5,0
1,1,0.0,56.6,56.6,0,1,0,1,7,6,0
1,1,0.0,463.07,463.07,0,1,0,1,3,4,0
1,1,0.0,1234.91,1234.91,0,1,0,1,1,3,0
1,1,0.0,33.46,33.46,0,1,0,1,4,5,0
1,1,0.0,7.7,7.7,1,0,1,0,6,6,0
1,1,0.0,168.69,168.69,1,0,1,0,2,1,0
1,1,0.0,51.22,51.22,0,1,0,1,4,6,0
1,1,0.0,119.6,119.6,0,1,0,1,1,5,0
1,1,0.0,96.5,96.5,0,1,0,1,5,3,0
1,1,0.0,159.33,159.33,0,1,0,1,5,4,0
1,1,0.0,797.7,797.7,0,1,0,1,2,6,0
1,1,0.0,848.81,848.81,0,1,0,1,1,5,0
1,1,0.0,168.24,168.24,0,1,0,2,3,6,0
1,1,0.0,19.28,19.28,0,1,0,1,2,3,0
1,1,0.0,15.42,15.42,0,1,0,2,5,6,0
1,1,0.0,64.61,64.61,0,1,0,1,6,6,0
1,1,0.0,52.91,52.91,0,1,0,1,5,6,0
1,1,0.0,60.49,60.49,0,1,0,1,7,5,0
1,1,0.0,74.62,74.62,0,1,0,1,1,5,0
1,1,0.0,162.14,162.14,0,1,0,1,4,4,0
1,1,0.0,164.1,164.1,0,1,0,1,3,4,0
1,1,0.0,36.55,36.55,0,1,0,1,1,6,0
1,1,0.0,575.54,575.54,0,1,0,1,3,1,0
1,1,0.0,303.48,303.48,0,1,0,1,2,1,0
1,1,0.0,2.0,2.0,0,1,0,1,6,1,0
1,1,0.0,334.6,334.6,0,1,0,2,6,6,0
1,1,0.0,525.08,525.08,0,1,0,1,3,5,0
1,1,0.0,25.71,25.71,0,1,0,3,5,3,0
1,1,0.0,0.0,0.0,0,1,0,1,6,6,0
1,1,0.0,4.89,4.89,0,1,0,1,4,1,0
1,1,0.0,66.41,66.41,0,1,0,2,3,3,0
1,1,0.0,199.06,199.06,0,1,0,1,7,6,0
1,1,0.0,205.67,205.67,0,1,0,1,3,4,0
1,1,0.0,38.59,38.59,0,1,0,1,6,1,0
1,1,0.0,24.29,24.29,0,1,0,1,6,5,0
1,1,0.0,68.98,68.98,0,1,0,1,2,4,0
1,1,0.0,415.07,415.07,0,1,0,1,4,6,0
1,1,0.0,372.98,372.98,0,1,0,3,2,4,0
1,1,0.0,1147.78,1147.78,0,1,0,1,2,6,0
1,1,0.0,795.9,795.9,1,0,1,0,7,6,0
1,1,0.0,92.64,92.64,0,1,0,1,1,5,0
1,1,0.0,92.64,92.64,0,1,0,1,2,6,0
1,1,0.0,174.78,174.78,0,1,0,1,2,4,0
1,1,0.0,61.24,61.24,0,1,1,1,7,3,0
1,1,0.0,125.85,125.85,0,1,0,1,3,2,0
1,1,0.0,206.45,206.45,0,1,0,1,5,3,0
1,1,0.0,109.14,109.14,0,1,0,1,5,1,0
1,1,0.0,87.13,87.13,0,1,0,1,5,3,0
1,1,0.0,268.73,268.73,0,1,0,1,4,1,0
1,1,0.0,147.24,147.24,0,1,0,1,3,4,0
1,1,0.0,127.34,127.34,0,1,0,1,1,1,0
1,1,0.0,56.37,56.37,0,1,0,1,1,6,0
1,1,0.0,298.31,298.31,0,1,0,1,6,1,0
1,1,0.0,593.01,593.01,0,1,0,5,5,7,0
1,1,0.0,56.6,56.6,0,1,0,1,1,6,0
1,1,0.0,154.18,154.18,0,1,0,1,7,6,0
1,1,0.0,836.29,836.29,0,1,0,3,5,1,0
1,1,0.0,664.08,664.08,0,1,0,1,7,6,0
2,2,73771.0,185.33,185.33,0,2,0,1,6,1,0
1,1,0.0,77.99,77.99,0,1,0,1,6,6,0
1,1,0.0,316.58,316.58,0,1,0,1,5,3,0
1,1,0.0,208.5,208.5,0,1,0,1,1,6,0
1,1,0.0,348.97,348.97,0,1,0,1,7,7,0
1,1,0.0,257.38,257.38,0,1,0,1,1,5,0
1,1,0.0,957.55,957.55,0,1,0,1,7,4,0
1,1,0.0,715.33,715.33,0,1,0,1,1,5,0
2,2,139253.0,568.27,532.83,0,2,0,1,5,3,0
1,1,0.0,475.95,475.95,0,1,0,2,5,6,0
1,1,0.0,79.51,79.51,0,1,0,1,5,5,0
2,1,554.0,254.03,254.03,0,2,0,2,3,1,0
1,1,0.0,32.69,32.69,0,1,0,1,2,3,0
1,1,0.0,128.68,128.68,0,1,0,3,6,1,0
1,1,0.0,264.78,264.78,0,1,0,1,5,3,0
1,1,0.0,110.68,110.68,0,1,0,1,4,3,0
1,1,0.0,44.79,44.79,0,1,0,2,7,5,0
1,1,0.0,206.45,206.45,1,0,1,0,4,3,0
1,1,0.0,270.17,270.17,0,1,0,1,5,4,0
1,1,0.0,472.85,472.85,0,1,0,1,4,6,0
1,1,0.0,42.47,42.47,0,1,0,1,7,6,0
1,1,0.0,20.57,20.57,0,1,0,1,6,6,0
1,1,0.0,43.5,43.5,0,1,0,1,5,4,0
1,1,0.0,40.0,40.0,0,1,0,1,4,5,0
1,1,0.0,42.99,42.99,1,0,1,0,5,4,0
1,1,0.0,60.64,60.64,1,0,1,0,2,4,0
1,1,0.0,686.74,686.74,0,1,0,2,6,1,0
1,1,0.0,115.81,115.81,0,1,0,1,5,6,0
1,1,0.0,262.3,262.3,0,1,0,1,5,6,0
1,1,0.0,1223.0,1223.0,0,1,0,1,1,5,0
1,1,0.0,230.24,230.24,0,1,0,1,7,5,0
1,1,0.0,118.41,118.41,0,1,0,1,7,3,0
1,1,0.0,434.99,434.99,0,1,0,1,1,6,0
1,1,0.0,461.68,461.68,0,0,0,0,7,1,1
2,1,0.0,2006.49,2006.49,1,1,1,1,6,1,0
1,1,0.0,16.64,16.64,0,1,0,1,2,1,0
1,1,0.0,25.48,25.48,1,0,2,0,6,1,0
1,1,0.0,15.42,15.42,0,1,0,1,1,3,0
1,1,0.0,511.44,511.44,0,1,0,1,3,4,0
1,1,0.0,350.07,350.07,0,1,0,1,2,2,0
1,1,0.0,671.06,671.06,0,1,0,1,3,5,0
1,1,0.0,55.57,55.57,0,1,0,1,7,5,0
1,1,0.0,56.37,56.37,0,1,0,1,7,5,0
1,1,0.0,89.04,89.04,0,1,0,1,2,1,0
1,1,0.0,53.88,53.88,0,1,0,1,2,6,0
1,1,0.0,50.97,50.97,0,1,0,1,4,1,0
1,1,0.0,124.53,124.53,0,1,0,1,5,1,0
1,1,0.0,57.66,57.66,0,1,0,1,5,6,0
1,1,0.0,0.0,0.0,0,1,0,1,7,5,0
1,1,0.0,73.36,73.36,0,1,0,1,2,5,0
1,1,0.0,822.41,822.41,0,1,0,1,7,6,0
1,1,0.0,214.93,214.93,0,1,0,1,1,4,0
1,1,0.0,77.22,77.22,1,0,1,0,3,6,0
1,1,0.0,343.27,343.27,0,1,0,1,7,3,0
1,1,0.0,733.58,733.58,0,1,0,1,3,5,0
1,1,0.0,177.03,177.03,0,1,0,1,6,1,0
1,1,0.0,463.05,463.05,0,1,0,1,3,2,0
2,1,434.0,746.07,746.07,1,1,1,1,3,5,0
1,1,0.0,48.37,48.37,0,1,0,1,7,3,0
1,1,0.0,28.06,28.06,0,1,0,2,4,6,0
1,1,0.0,18.53,18.53,1,0,1,0,7,5,0
1,1,0.0,1207.21,1207.21,0,1,0,1,3,3,0
1,1,0.0,468.48,468.48,0,1,0,3,5,3,0
1,1,0.0,60.49,60.49,0,1,0,1,5,3,0
1,1,0.0,235.57,235.57,0,1,0,1,6,3,0
1,1,0.0,40.67,40.67,0,1,0,1,6,6,0
1,1,0.0,229.85,229.85,0,1,0,1,1,5,0
1,1,0.0,196.12,196.12,0,1,0,2,4,5,0
1,1,0.0,15.42,15.42,0,1,0,1,6,5,0
1,1,0.0,34.11,34.11,0,1,0,2,5,3,0
1,1,0.0,132.31,132.31,0,1,0,1,4,3,0
1,1,0.0,1976.63,1976.63,0,1,0,1,4,6,0
1,1,0.0,2440.68,2440.68,0,1,0,2,7,5,0
1,1,0.0,1011.57,1011.57,0,1,0,1,1,4,0
1,1,0.0,57.97,57.97,0,1,0,2,5,1,0
1,1,0.0,267.24,267.24,0,1,0,1,5,1,0
1,1,0.0,31.38,31.38,0,1,0,2,4,6,0
1,1,0.0,64.35,64.35,0,1,0,1,6,5,0
1,1,0.0,1027.05,1027.05,0,1,0,1,6,3,0
1,1,0.0,104.25,104.25,0,1,0,2,6,1,0
1,1,0.0,127.93,127.93,0,1,0,1,6,2,0
1,1,0.0,214.42,214.42,0,1,0,1,7,1,0
1,1,0.0,36.04,36.04,0,1,0,1,6,4,0
1,1,0.0,16.96,16.96,0,1,0,1,6,7,0
1,1,0.0,162.4,162.4,0,1,0,1,2,3,0
1,1,0.0,116.84,116.84,0,1,0,1,4,5,0
1,1,0.0,45.79,45.79,0,1,0,1,7,6,0
1,1,0.0,141.55,141.55,0,1,0,1,6,4,0
1,1,0.0,48.8,48.8,0,1,0,1,6,2,0
1,1,0.0,102.45,102.45,0,1,0,3,1,4,0
1,1,0.0,241.11,241.11,0,1,0,1,2,2,0
1,1,0.0,24.45,24.45,0,1,0,1,3,5,0
1,1,0.0,534.63,534.63,0,1,0,1,4,4,0
1,1,0.0,283.12,283.12,0,1,0,1,6,5,0
1,1,0.0,463.07,463.07,0,1,0,2,2,5,0
1,1,0.0,360.11,360.11,0,1,0,2,7,6,0
1,1,0.0,5.83,5.83,0,1,0,1,3,3,0
1,1,0.0,38.1,38.1,0,1,0,1,6,5,0
1,1,0.0,347.41,347.41,0,1,0,1,5,3,0
2,1,326.0,123.53,123.53,1,0,1,0,7,1,1
1,1,0.0,233.85,233.85,0,1,0,1,7,5,0
1,1,0.0,36.01,36.01,0,1,0,1,7,6,0
1,1,0.0,9.14,9.14,0,1,0,2,4,6,0
1,1,0.0,622.92,622.92,0,1,0,1,4,3,0
1,1,0.0,15.42,15.42,0,1,0,1,6,5,0
1,1,0.0,875.16,875.16,0,1,0,1,5,6,0
1,1,0.0,3.36,3.36,0,1,0,1,1,4,0
1,1,0.0,334.6,334.6,0,1,0,1,1,7,0
1,1,0.0,1312.26,1312.26,0,1,0,1,4,4,0
1,1,0.0,195.37,195.37,0,1,0,1,4,5,0
1,1,0.0,92.67,92.67,0,1,0,1,4,6,0
1,1,0.0,251.49,251.49,0,1,0,2,2,5,0
1,1,0.0,290.09,290.09,1,0,1,0,6,6,0
1,1,0.0,23.14,23.14,0,1,0,1,3,3,0
1,1,0.0,874.93,874.93,0,1,0,1,6,1,0
1,1,0.0,325.1,325.1,0,1,0,1,6,2,0
1,1,0.0,138.89,138.89,0,1,0,2,4,4,0
1,1,0.0,72.05,72.05,0,1,0,1,5,6,0
1,1,0.0,411.59,411.59,0,1,0,1,6,1,0
1,1,0.0,103.99,103.99,0,1,0,1,5,4,0
1,1,0.0,846.61,846.61,0,1,0,1,5,2,0
1,1,0.0,107.57,107.57,1,0,1,0,7,1,0
1,1,0.0,33.21,33.21,0,1,0,1,4,3,0
1,1,0.0,93.77,93.77,0,1,0,1,2,2,0
2,1,552.0,720.48,720.48,0,2,0,3,5,5,0
1,1,0.0,971.97,971.97,0,1,0,1,6,5,0
1,1,0.0,24.91,24.91,0,1,0,1,1,6,0
1,1,0.0,257.38,257.38,0,1,0,1,3,5,0
1,1,0.0,361.61,361.61,0,1,0,1,5,3,0
1,1,0.0,33.44,33.44,0,1,0,1,6,1,0
1,1,0.0,107.8,107.8,0,1,0,2,2,5,0
1,1,0.0,22.63,22.63,1,0,1,0,5,4,0
1,1,0.0,93.44,93.44,1,0,1,0,1,6,0
1,1,0.0,199.66,199.66,0,1,0,2,4,5,0
1,1,0.0,163.45,163.45,0,1,0,1,3,6,0
1,1,0.0,226.49,226.49,0,1,0,2,6,6,0
1,1,0.0,65.51,65.51,0,1,0,1,4,4,0
1,1,0.0,64.35,64.35,0,1,0,1,3,3,0
1,1,0.0,385.85,385.85,0,1,0,1,5,5,0
1,1,0.0,127.42,127.42,0,1,0,1,7,1,0
1,1,0.0,535.12,535.12,0,1,0,1,6,6,0
1,1,0.0,1644.08,1644.08,1,0,1,0,5,1,0
1,1,0.0,246.96,246.96,0,1,0,1,7,6,0
1,1,0.0,125.36,125.36,0,1,0,1,1,5,0
1,1,0.0,37.84,37.84,0,1,0,1,6,6,0
1,1,0.0,272.31,272.31,0,1,0,1,6,6,0
1,1,0.0,51.61,51.61,0,1,0,2,1,3,0
1,1,0.0,315.04,315.04,0,1,0,1,6,5,0
1,1,0.0,267.19,267.19,0,1,0,2,6,2,0
1,1,0.0,15.42,15.42,0,1,0,1,5,1,0
1,1,0.0,2187.96,2187.96,0,1,0,1,5,1,0
1,1,0.0,39.65,39.65,0,1,0,1,4,2,0
1,1,0.0,39.38,39.38,0,1,0,1,6,3,0
1,1,0.0,23.22,23.22,0,1,0,1,5,6,0
1,1,0.0,205.4,205.4,0,1,0,2,6,5,0
1,1,0.0,108.11,108.11,0,1,0,1,7,3,0
1,1,0.0,33.46,33.46,0,1,0,1,7,6,0
1,1,0.0,9.96,9.96,0,1,0,1,4,3,0
1,1,0.0,164.7,164.7,0,1,0,1,2,6,0
1,1,0.0,204.36,204.36,0,1,0,1,7,5,0
1,1,0.0,5.12,5.12,1,0,1,0,6,6,0
1,1,0.0,115.81,115.81,0,1,0,1,5,5,0
1,1,0.0,128.68,128.68,0,1,0,3,7,3,0
1,1,0.0,418.54,418.54,0,1,0,1,1,1,0
1,1,0.0,152.62,152.62,0,1,0,1,4,5,0
1,1,0.0,738.0,738.0,0,1,0,1,5,3,0
1,1,0.0,996.81,996.81,0,1,0,1,5,1,0
1,1,0.0,181.96,181.96,0,1,0,1,3,6,0
1,1,0.0,128.68,128.68,0,1,0,1,5,4,0
1,1,0.0,102.87,102.87,1,0,1,0,6,6,0
1,1,0.0,18.53,18.53,0,1,0,2,4,4,0
1,1,0.0,893.9,893.9,0,1,0,1,7,5,0
1,1,0.0,334.63,334.63,0,1,0,1,6,4,0
1,1,0.0,952.07,952.07,0,1,0,1,5,4,0
1,1,0.0,239.36,239.36,0,1,0,1,6,5,0
1,1,0.0,42.99,42.99,0,1,0,2,6,3,0
1,1,0.0,86.23,86.23,0,1,0,1,4,7,0
1,1,0.0,218.54,218.54,0,1,0,1,3,4,0
1,1,0.0,262.04,262.04,0,1,0,1,6,1,0
1,1,0.0,159.59,159.59,0,1,0,1,7,5,0
1,1,0.0,68.26,68.26,0,1,0,1,7,2,0
1,1,0.0,88.03,88.03,0,1,0,1,2,1,0
1,1,0.0,80.65,80.65,0,1,0,1,6,3,0
1,1,0.0,566.04,566.04,0,1,0,1,6,6,0
1,1,0.0,450.44,450.44,0,1,0,1,7,5,0
1,1,0.0,232.87,232.87,0,1,0,1,2,5,0
1,1,0.0,95.66,95.66,0,1,0,1,2,5,0
1,1,0.0,427.3,427.3,0,1,0,1,5,1,0
1,1,0.0,151.1,151.1,0,1,0,1,7,2,0
1,1,0.0,574.02,574.02,0,1,0,3,6,5,0
1,1,0.0,39.9,39.9,1,0,1,0,7,1,0
1,1,0.0,116.75,116.75,0,1,0,1,2,1,0
1,1,0.0,126.33,126.33,0,1,0,1,5,5,0
1,1,0.0,152.87,152.87,0,1,0,1,2,6,0
1,1,0.0,55.86,55.86,0,1,0,1,3,4,0
1,1,0.0,57.03,57.03,1,0,1,0,1,5,0
1,1,0.0,42.7,42.7,0,1,0,2,4,6,0
1,1,0.0,93.77,93.77,0,1,0,1,3,1,0
1,1,0.0,253.43,253.43,0,1,0,1,3,5,0
1,1,0.0,1.62,1.62,0,1,0,1,3,6,0
1,1,0.0,22.63,22.63,0,1,0,2,7,4,0
1,1,0.0,900.64,900.64,0,1,0,1,2,6,0
1,1,0.0,290.09,290.09,0,1,0,1,5,3,0
1,1,0.0,225.61,225.61,0,1,0,1,1,5,0
1,1,0.0,2033.26,2033.26,0,1,0,1,5,1,0
1,1,0.0,109.91,109.91,0,1,0,2,5,6,0
1,1,0.0,59.2,59.2,0,1,0,1,6,4,0
1,1,0.0,514.79,514.79,0,1,0,1,7,4,0
1,1,0.0,90.07,90.07,0,1,0,2,7,4,0
1,1,0.0,101.24,101.24,0,1,0,1,2,6,0
1,1,0.0,48.88,48.88,0,1,0,1,3,3,0
1,1,0.0,173.72,173.72,0,1,0,1,6,5,0
1,1,0.0,308.61,308.61,0,1,0,1,4,1,0
1,1,0.0,28.28,28.28,0,1,0,1,5,6,0
1,1,0.0,336.95,336.95,0,1,0,2,7,6,0
1,1,0.0,17.25,17.25,0,1,0,1,7,5,0
1,1,0.0,566.04,566.04,0,1,0,1,7,4,0
1,1,0.0,1172.95,1172.95,0,1,0,1,5,3,0
1,1,0.0,849.42,849.42,0,1,0,1,4,1,0
1,1,0.0,167.06,167.06,1,0,1,0,5,2,0
1,1,0.0,268.7,268.7,0,1,0,1,2,3,0
1,1,0.0,900.41,900.41,0,1,0,1,3,4,0
1,1,0.0,352.39,352.39,0,1,0,1,6,5,0
1,1,0.0,540.53,540.53,0,1,0,1,5,6,0
1,1,0.0,150.58,150.58,0,1,0,7,4,3,0
1,1,0.0,410.82,410.82,0,1,0,1,2,6,0
2,1,34.0,288.04,288.04,0,2,0,2,7,6,0
1,1,0.0,349.64,349.64,0,1,0,1,5,5,0
1,1,0.0,33.44,33.44,0,1,0,2,6,6,0
1,1,0.0,160.11,160.11,0,1,0,3,6,5,0
1,1,0.0,51.46,51.46,0,1,0,2,6,6,0
1,1,0.0,582.88,582.88,0,1,0,1,6,3,0
1,1,0.0,287.68,287.68,0,1,0,1,3,2,0
1,1,0.0,68.99,68.99,0,1,0,1,5,5,0
1,1,0.0,141.57,141.57,0,1,0,2,5,4,0
1,1,0.0,123.27,123.27,0,1,0,8,6,6,0
2,2,174133.0,102.16,102.16,0,2,0,1,5,1,0
1,1,0.0,46.31,46.31,0,1,0,1,6,6,0
1,1,0.0,33.43,33.43,0,1,0,1,1,6,0
1,1,0.0,214.16,214.16,0,1,0,1,5,3,0
1,1,0.0,912.5,912.5,0,1,0,1,6,7,0
1,1,0.0,52.09,52.09,0,1,0,1,5,1,0
1,1,0.0,128.68,128.68,0,1,0,1,5,3,0
1,1,0.0,100.36,100.36,0,1,0,2,4,5,0
1,1,0.0,20.57,20.57,0,1,0,1,1,5,0
1,1,0.0,463.07,463.07,0,1,0,2,6,1,0
1,1,0.0,1008.39,1008.39,0,1,0,1,6,3,0
1,1,0.0,128.39,128.39,0,1,0,1,5,6,0
1,1,0.0,874.93,874.93,0,1,0,1,5,1,0
1,1,0.0,398.95,398.95,0,1,0,1,5,6,0
1,1,0.0,72.59,72.59,0,1,0,1,7,6,0
1,1,0.0,849.16,849.16,0,0,0,0,6,1,1
1,1,0.0,118.38,118.38,0,1,0,1,7,1,0
1,1,0.0,262.3,262.3,0,1,0,1,7,6,0
1,1,0.0,207.73,207.73,1,0,1,0,4,7,0
1,1,0.0,121.75,121.75,0,1,0,1,5,3,0
1,1,0.0,308.63,308.63,0,1,0,1,6,5,0
1,1,0.0,84.43,84.43,0,1,0,1,6,1,0
1,1,0.0,308.86,308.86,0,1,0,1,6,1,0
1,1,0.0,181.96,181.96,0,1,0,3,3,6,0
1,1,0.0,1013.64,1013.64,0,1,0,1,7,3,0
1,1,0.0,179.62,179.62,0,1,0,1,7,3,0
1,1,0.0,45.82,45.82,0,1,0,1,4,4,0
1,1,0.0,112.36,112.36,0,1,0,1,1,1,0
1,1,0.0,489.05,489.05,0,1,0,1,1,3,0
1,1,0.0,98.53,98.53,0,1,0,1,3,5,0
1,1,0.0,37.84,37.84,0,1,0,1,4,6,0
1,1,0.0,558.55,558.55,0,1,0,1,5,6,0
1,1,0.0,73.62,73.62,0,1,0,1,4,6,0
1,1,0.0,102.19,102.19,0,1,0,1,7,2,0
1,1,0.0,220.08,220.08,0,1,0,1,2,5,0
1,1,0.0,56.37,56.37,0,1,0,1,5,1,0
1,1,0.0,115.83,115.83,0,1,0,1,4,5,0
1,1,0.0,277.18,277.18,0,1,0,1,7,4,0
1,1,0.0,278.0,278.0,0,1,0,1,7,2,0
1,1,0.0,952.15,952.15,0,1,0,1,3,2,0
1,1,0.0,177.16,177.16,0,1,0,1,6,4,0
1,1,0.0,303.48,303.48,0,1,0,1,5,6,0
1,1,0.0,146.46,146.46,0,1,0,1,4,6,0
1,1,0.0,45.82,45.82,0,1,0,1,6,5,0
1,1,0.0,49.18,49.18,0,1,0,1,5,3,0
1,1,0.0,1029.34,1029.34,0,1,0,1,5,5,0
1,1,0.0,139.64,139.64,0,1,0,2,4,4,0
1,1,0.0,2.83,2.83,0,1,0,1,4,5,0
1,1,0.0,519.83,519.83,0,1,0,1,3,1,0
1,1,0.0,159.57,159.57,0,1,0,1,7,5,0
1,1,0.0,1248.4,1248.4,0,1,0,2,7,3,0
1,1,0.0,82.91,82.91,0,1,0,1,4,3,0
1,1,0.0,34.49,34.49,1,0,1,1,5,1,0
1,1,0.0,488.56,488.56,0,1,0,1,6,4,0
1,1,0.0,154.42,154.42,0,1,0,1,2,2,0
1,1,0.0,175.01,175.01,0,1,0,1,2,5,0
1,1,0.0,41.16,41.16,0,1,0,1,6,5,0
1,1,0.0,565.78,565.78,0,1,0,1,5,4,0
2,1,24.0,41.19,41.19,1,1,1,1,5,3,0
1,1,0.0,301.17,301.17,0,1,0,1,5,1,0
1,1,0.0,329.48,329.48,0,1,0,2,4,3,0
1,1,0.0,168.7,168.7,0,1,0,1,5,5,0
1,1,0.0,187.88,187.88,0,1,0,4,5,1,0
1,1,0.0,127.33,127.33,0,1,0,1,3,5,0
1,1,0.0,298.33,298.33,0,1,0,3,5,5,0
1,1,0.0,43.5,43.5,0,1,0,1,2,3,0
1,1,0.0,398.98,398.98,0,1,0,1,6,5,0
1,1,0.0,92.9,92.9,0,1,0,1,7,4,0
1,1,0.0,77.2,77.2,0,1,0,2,5,7,0
1,1,0.0,161.37,161.37,0,1,0,1,5,7,0
1,1,0.0,200.49,200.49,0,1,0,1,1,2,0
1,1,0.0,278.0,278.0,0,1,0,1,6,3,0
1,1,0.0,178.87,178.87,0,1,0,1,1,1,0
1,1,0.0,301.14,301.14,0,1,0,1,7,6,0
1,1,0.0,133.92,133.92,0,1,0,1,2,4,0
1,1,0.0,30.63,30.63,0,1,0,1,3,3,0
1,1,0.0,64.0,64.0,0,1,0,1,7,6,0
1,1,0.0,656.13,656.13,0,1,0,1,7,5,0
1,1,0.0,540.55,540.55,0,1,0,1,7,5,0
1,1,0.0,51.48,51.48,0,1,0,1,6,5,0
1,1,0.0,360.11,360.11,0,1,0,1,1,1,0
1,1,0.0,32.69,32.69,0,1,0,1,4,6,0
1,1,0.0,79.54,79.54,0,1,0,1,7,6,0
1,1,0.0,127.42,127.42,0,1,0,1,1,3,0
1,1,0.0,38.35,38.35,0,1,0,2,6,1,0
1,1,0.0,108.11,108.11,0,1,0,3,6,5,0
1,1,0.0,100.39,100.39,0,1,0,1,4,5,0
1,1,0.0,185.33,185.33,0,1,0,1,5,3,0
1,1,0.0,6.04,6.04,0,1,0,1,4,2,0
1,1,0.0,78.25,78.25,0,1,0,1,5,5,0
2,2,520113.00000000006,89.84,89.84,1,1,1,1,5,3,0
1,1,0.0,144.15,144.15,0,1,0,1,6,6,0
1,1,0.0,97.79,97.79,0,1,0,1,3,6,0
1,1,0.0,102.68,102.68,0,1,0,1,7,5,0
1,1,0.0,64.35,64.35,0,1,0,1,7,5,0
1,1,0.0,355.19,355.19,0,1,0,1,4,1,0
1,1,0.0,423.95,423.95,0,1,0,1,6,3,0
1,1,0.0,68.91,68.91,0,1,0,1,7,3,0
1,1,0.0,203.87,203.87,0,1,0,1,7,3,0
1,1,0.0,53.28,53.28,0,1,0,1,5,6,0
1,1,0.0,141.57,141.57,0,1,0,1,1,3,0
1,1,0.0,386.08,386.08,0,1,0,2,1,4,0
1,1,0.0,84.94,84.94,0,1,0,1,1,3,0
1,1,0.0,386.08,386.08,0,1,0,1,5,3,0
1,1,0.0,43.53,43.53,0,1,0,3,3,3,0
